0.000000000000000000e+00,8.146509999999996809e-01,8.060429999999989548e-01,7.524149999999992788e-01,8.375049999999988337e-01,8.024449999999997418e-01,4.091659999999994746e-01,8.522079999999990774e-01,2.013689999999996871e-01,4.143279999999996965e-01,8.312339999999986961e-01,2.064459999999997963e-01,7.578109999999990132e-01
1.041749999999999924e-03,8.127251430255508780e-01,8.061051992141522460e-01,7.518953219277584310e-01,8.401972441972884731e-01,8.029097538497562692e-01,4.083641866089965933e-01,8.542062208010365865e-01,2.013212892357649220e-01,4.142248242585911955e-01,8.292699943137490370e-01,2.064733532587315346e-01,7.576742172618847748e-01
2.083499999999999849e-03,8.124614099994560412e-01,8.061174822605892132e-01,7.518253950798472474e-01,8.406313719373877946e-01,8.030228228457305661e-01,4.082135207518524656e-01,8.544875495789266973e-01,2.013136472645867814e-01,4.142097182006529987e-01,8.289970633687370194e-01,2.064747586383713918e-01,7.576534254683965353e-01
3.125249999999999556e-03,8.133701519638791844e-01,8.060931937691433458e-01,7.520763005594399697e-01,8.393938568470732386e-01,8.028182738854984235e-01,4.085821032383712970e-01,8.535537981464081936e-01,2.013358649272800338e-01,4.142577112456026778e-01,8.299202372872942490e-01,2.064578218669210485e-01,7.577150375172009289e-01
4.166999999999999697e-03,8.146729999999999805e-01,8.060549999999998549e-01,7.524380000000002733e-01,8.375350000000000295e-01,8.024539999999996676e-01,4.091720000000000912e-01,8.522080000000001876e-01,2.013690000000001590e-01,4.143280000000001406e-01,8.312479999999999869e-01,2.064350000000000629e-01,7.578050000000001729e-01
5.208749999999999838e-03,8.156438948089104191e-01,8.060249734580301473e-01,7.527115195108865509e-01,8.361007024181709157e-01,8.021383837863450550e-01,4.096519814749781663e-01,8.512021763019297360e-01,2.013937169630779234e-01,4.143818969919689787e-01,8.322394184086370217e-01,2.064181547698491492e-01,7.578725205626815065e-01
6.250499999999999112e-03,8.158876640571331995e-01,8.060161123821283358e-01,7.527860363265268528e-01,8.357098453569754559e-01,8.020320800715184939e-01,4.097995438422753489e-01,8.509480508609243987e-01,2.013981967694156716e-01,4.143978429538169306e-01,8.324891252713274570e-01,2.064139854331594193e-01,7.578896127584375808e-01
7.292249999999999253e-03,8.154405839290067570e-01,8.060287726789516771e-01,7.526685583922781975e-01,8.363621643684160389e-01,8.021741024013402388e-01,4.095863886789021246e-01,8.514109706977166514e-01,2.013820918591853748e-01,4.143771687356311850e-01,8.320317074987336747e-01,2.064222152072857919e-01,7.578583526066214882e-01
8.333999999999999395e-03,8.146679999999998367e-01,8.060530000000002415e-01,7.524579999999999602e-01,8.375439999999999552e-01,8.024699999999999056e-01,4.091689999999999494e-01,8.522140000000001381e-01,2.013550000000002282e-01,4.143390000000002349e-01,8.312390000000003942e-01,2.064370000000001482e-01,7.578039999999995890e-01
9.375749999999998668e-03,8.140297279240111816e-01,8.060750029963159591e-01,7.522817554061220768e-01,8.385555602151458787e-01,8.027481117446295666e-01,4.087925304298207774e-01,8.528800258804201118e-01,2.013305955602359421e-01,4.143078486816907935e-01,8.305814419029695639e-01,2.064505289556983481e-01,7.577587954311549856e-01
1.041749999999999968e-02,8.138384466744944534e-01,8.060843134877091476e-01,7.522286206181680868e-01,8.388842128388482866e-01,8.028541736011128860e-01,4.086585855357070529e-01,8.530826149041136341e-01,2.013195550214050833e-01,4.143005283947697737e-01,8.303808680319997304e-01,2.064569076827583727e-01,7.577450864795556296e-01
1.145924999999999895e-02,8.141262751628360883e-01,8.060782547166400747e-01,7.523102161046030245e-01,8.384401642989049996e-01,8.027341046769169708e-01,4.088241184642529280e-01,8.527858715442639959e-01,2.013247759347519261e-01,4.143187004847249111e-01,8.306726973690082838e-01,2.064545190261919683e-01,7.577658197995233991e-01
1.250099999999999822e-02,8.146700000000004493e-01,8.060619999999997232e-01,7.524660000000003013e-01,8.375530000000002140e-01,8.024609999999994248e-01,4.091809999999999614e-01,8.522200000000000886e-01,2.013409999999999922e-01,4.143499999999999961e-01,8.312299999999999134e-01,2.064460000000000461e-01,7.578060000000002017e-01
1.354275000000000097e-02,8.151421842853198152e-01,8.060448108798718980e-01,7.526040713884827316e-01,8.367542519750373886e-01,8.021923390506964235e-01,4.095231130115613016e-01,8.517255001949652904e-01,2.013585904382983183e-01,4.143761792600868521e-01,8.317169903572471101e-01,2.064362174656459159e-01,7.578429545106168952e-01
1.458449999999999851e-02,8.152964446004321575e-01,8.060348166593167551e-01,7.526530400949444921e-01,8.364764692891212272e-01,8.020812336813279986e-01,4.096623379387489550e-01,8.515605733107589614e-01,2.013691292236531039e-01,4.143833693521289385e-01,8.318787967885296064e-01,2.064295322415480582e-01,7.578591213665437643e-01
1.562624999999999778e-02,8.150879657952241342e-01,8.060351188793555277e-01,7.525972558308857696e-01,8.368313086487988439e-01,8.021906463668065923e-01,4.095303103644121201e-01,8.517746127432551662e-01,2.013697471994908561e-01,4.143689787711574701e-01,8.316661988256228710e-01,2.064278027768181867e-01,7.578505156863873937e-01
1.666799999999999879e-02,8.146740000000004533e-01,8.060429999999999540e-01,7.524790000000004531e-01,8.375760000000003203e-01,8.024580000000003377e-01,4.092120000000000202e-01,8.522060000000003521e-01,2.013640000000000430e-01,4.143419999999998771e-01,8.312380000000004765e-01,2.064300000000001689e-01,7.578270000000000284e-01
1.770974999999999980e-02,8.143069490669870847e-01,8.060522312993566585e-01,7.523699011190204677e-01,8.382715460486740433e-01,8.027300017067329208e-01,4.088947730338865494e-01,8.525921548616727241e-01,2.013590970827352222e-01,4.143172043106486679e-01,8.308528781416436582e-01,2.064333624681975732e-01,7.578051527146986155e-01
1.875149999999999734e-02,8.141876023606976487e-01,8.060568919657883358e-01,7.523296437461683972e-01,8.385351433676122568e-01,8.028487404356938750e-01,4.087623337746214558e-01,8.527222821879819614e-01,2.013612694736969244e-01,4.143068459688472593e-01,8.307191443731812841e-01,2.064352388694964680e-01,7.577983362885226670e-01
1.979324999999999835e-02,8.143607070649276913e-01,8.060545177586028176e-01,7.523750416735369706e-01,8.382458454176904272e-01,8.027414798785806882e-01,4.088922434267966421e-01,8.525473069662834469e-01,2.013719699595809542e-01,4.143144825982603696e-01,8.308865194088167483e-01,2.064345285387593210e-01,7.578095998903647823e-01
2.083499999999999935e-02,8.147050000000001235e-01,8.060469999999998469e-01,7.524749999999997829e-01,8.375959999999997851e-01,8.024639999999997331e-01,4.092129999999999379e-01,8.521920000000000606e-01,2.013870000000000660e-01,4.143339999999998136e-01,8.312340000000002505e-01,2.064319999999998934e-01,7.578309999999993662e-01
2.187674999999999689e-02,8.150146398524595881e-01,8.060390211123040771e-01,7.525717629846754297e-01,8.369695956894332989e-01,8.021725264473666961e-01,4.095437023461753201e-01,8.518714079820401963e-01,2.013989419532645764e-01,4.143538986673537261e-01,8.315517112672975442e-01,2.064294771670572848e-01,7.578491278901192674e-01
2.291849999999999790e-02,8.151199868891134681e-01,8.060351488903659822e-01,7.526147359167592032e-01,8.367224322637316636e-01,8.020385435397328067e-01,4.096942223076115996e-01,8.517649889049559997e-01,2.014014231194063975e-01,4.143640771122685806e-01,8.316642385925294700e-01,2.064285133083825219e-01,7.578532632404646474e-01
2.396024999999999891e-02,8.149786063824806526e-01,8.060373128154366684e-01,7.525875191682896981e-01,8.369877682538838792e-01,8.021525008953183100e-01,4.095711321969708330e-01,8.519203791764008438e-01,2.013927671742125336e-01,4.143612252514726202e-01,8.315247925913835658e-01,2.064293895183360594e-01,7.578414116666144507e-01
2.500199999999999645e-02,8.146890000000004406e-01,8.060440000000004268e-01,7.525140000000011264e-01,8.376110000000003275e-01,8.024690000000003209e-01,4.092320000000008173e-01,8.522370000000006884e-01,2.013770000000001115e-01,4.143500000000004402e-01,8.312310000000014965e-01,2.064310000000000589e-01,7.578210000000005220e-01
2.604375000000000093e-02,8.144253805424737092e-01,8.060514344898150885e-01,7.524418211877609286e-01,8.382421699025646156e-01,8.028237300135309118e-01,4.088591794484872644e-01,8.525324079352196716e-01,2.013616989901564069e-01,4.143396707509100496e-01,8.309596569924730947e-01,2.064316202733023076e-01,7.578041849909349370e-01
2.708550000000000194e-02,8.143352195025608253e-01,8.060558863503672899e-01,7.524140223704003372e-01,8.385285842607846929e-01,8.030134765974735744e-01,4.086679829989746104e-01,8.526488559156384373e-01,2.013539354925395486e-01,4.143384305476029983e-01,8.308623955073386469e-01,2.064300394535819594e-01,7.578007273088994689e-01
2.812724999999999601e-02,8.144588247455931684e-01,8.060557112467818808e-01,7.524453498936791718e-01,8.382988343567734368e-01,8.028964742572322066e-01,4.087990626003463746e-01,8.525385363881210488e-01,2.013565823493216611e-01,4.143487027290144176e-01,8.309827299636255438e-01,2.064263597455674171e-01,7.578125598653551176e-01
2.916899999999999701e-02,8.147140000000001603e-01,8.060520000000004348e-01,7.525159999999995186e-01,8.376399999999993851e-01,8.024599999999999511e-01,4.092519999999998381e-01,8.522820000000005392e-01,2.013669999999999349e-01,4.143660000000001786e-01,8.312390000000003942e-01,2.064219999999999666e-01,7.578330000000000899e-01
3.021075000000000149e-02,8.149499910729720575e-01,8.060475999363416744e-01,7.525850610452899936e-01,8.368331706597104125e-01,8.018209570896261962e-01,4.098931191066408353e-01,8.520341890818590169e-01,2.013787529731737580e-01,4.143817565571524253e-01,8.314783049544562932e-01,2.064189238042205832e-01,7.578508078603546361e-01
3.125249999999999556e-02,8.150362481429207495e-01,8.060452163983053975e-01,7.526148574889727216e-01,8.361915736344817107e-01,8.011624647057395965e-01,4.105292326846673445e-01,8.519329059119489234e-01,2.013853239860668998e-01,4.143883144827977261e-01,8.315668193700594957e-01,2.064185555390997129e-01,7.578565861320715191e-01
3.229424999999999657e-02,8.149343552539562996e-01,8.060457763002507603e-01,7.525919088738460827e-01,8.358963883642004378e-01,8.006440960533778295e-01,4.110036642303812049e-01,8.520230787260282268e-01,2.013837222915721981e-01,4.143831482164966329e-01,8.314638161838375785e-01,2.064210026021554845e-01,7.578478462558801976e-01
3.333599999999999758e-02,8.147140000000000493e-01,8.060479999999994316e-01,7.525330000000003405e-01,8.359209999999999141e-01,8.003359999999998253e-01,4.112609999999995991e-01,8.522379999999998290e-01,2.013759999999999717e-01,4.143700000000000716e-01,8.312390000000003942e-01,2.064249999999999419e-01,7.578299999999996706e-01
3.437774999999999859e-02,8.145073877199677792e-01,8.060493616585339138e-01,7.524738800227451785e-01,8.360797690753548617e-01,8.002109644060251270e-01,4.113475667531175106e-01,8.524443999067858879e-01,2.013678988603635756e-01,4.143564548432857597e-01,8.310267846313242890e-01,2.064285715220859074e-01,7.578129439964054193e-01
3.541949999999999960e-02,8.144312102152257982e-01,8.060477905951634048e-01,7.524479871473271908e-01,8.361649230910279673e-01,8.001932752046068131e-01,4.113532652515402011e-01,8.525221434139252930e-01,2.013654555183097827e-01,4.143495040506443572e-01,8.309467803873687997e-01,2.064300110344799155e-01,7.578053733686350713e-01
3.646125000000000060e-02,8.145217760380240035e-01,8.060430557957090070e-01,7.524677693042137738e-01,8.360862752030034928e-01,8.002296266574825401e-01,4.113346251151597799e-01,8.524316857203417808e-01,2.013715006472558688e-01,4.143516945929344719e-01,8.310370511673663696e-01,2.064286445283189941e-01,7.578101114513102754e-01
3.750299999999999467e-02,8.147190000000003041e-01,8.060370000000003365e-01,7.525190000000007151e-01,8.359300000000005060e-01,8.003350000000006848e-01,4.112690000000001067e-01,8.522320000000002116e-01,2.013840000000001740e-01,4.143600000000000616e-01,8.312369999999998926e-01,2.064250000000001084e-01,7.578229999999999134e-01
3.854474999999999568e-02,8.149055905836611879e-01,8.060324933700621086e-01,7.525705792544644668e-01,8.359023708981904166e-01,8.005826342632115233e-01,4.110699551941510155e-01,8.520416486618795915e-01,2.013971255002098837e-01,4.143679099148675493e-01,8.314268941312280559e-01,2.064203702566170806e-01,7.578357664484652867e-01
3.958649999999999669e-02,8.149764180614420539e-01,8.060317361009341486e-01,7.525934062532940727e-01,8.361927734346304986e-01,8.010425262776827982e-01,4.106557600249467477e-01,8.519681221991985964e-01,2.014044233916298110e-01,4.143693964102175276e-01,8.314988011293942272e-01,2.064160853996654943e-01,7.578410299117975812e-01
4.062824999999999770e-02,8.148973690104810430e-01,8.060349144457740200e-01,7.525770839652764499e-01,8.368380245084243718e-01,8.017064493550032367e-01,4.100289019789075118e-01,8.520471632651143157e-01,2.014023115710954492e-01,4.143624190844757971e-01,8.314172793777897530e-01,2.064129304874641746e-01,7.578364966341604170e-01
4.166999999999999871e-02,8.147210000000001395e-01,8.060400000000003118e-01,7.525350000000001760e-01,8.376700000000001367e-01,8.024490000000005230e-01,4.093150000000000399e-01,8.522259999999993729e-01,2.013920000000001542e-01,4.143500000000001071e-01,8.312360000000005300e-01,2.064109999999999556e-01,7.578260000000001106e-01
